,char,tone,rime,ipa,tone_class,pinyin,jyutping,hangul,rime_index,meter_class
4127,白,入,陌,baek,E,bái,baak6,백,12,0
4128,百,入,陌,maek,E,bǎi,baak3,백,12,0
4129,皁,上,晧,dzaw,X,zào,zou6,조,8,0
4130,皂,上,晧,dzaw,X,zào,zou6,조,8,0
4131,皃,去,效,maew,H,mào,maau6,모,8,0
4132,的,入,錫,tek,E,de,dik1,적,12,0
4133,皆,平,皆,keaj,L,jiē,gaai1,개,5,1
4134,皇,平,唐,hwang,L,huáng,wong4,황,11,1
4135,皈,平,微,kjw+j,L,gūi,gwai1,귀,3,1
4136,皋,平,豪,kaw,L,gāo,gou1,고,8,1
4137,皎,上,篠,kew,X,jiǎo,gaau2,교,8,0
4138,皐,平,豪,kaw,L,gāo,gou1,고,8,1
4139,皓,上,晧,haw,X,hào,hou6,호,8,0
4140,皖,上,緩,hwan,X,wǎn,wun2,환,7,0
4141,皙,入,錫,sek,E,xī,sik1,석,12,0
4142,皚,平,咍,ngoj,L,ái,ngoi2,애,5,1
4143,皛,上,篠,hew,X,jiǒng,kiu5,효,8,0
4144,皜,上,晧,kaw,X,hào,hou6,호,8,0
4145,皤,平,戈,ba,L,pó,po4,파,9,1
4146,皦,上,篠,kew,X,jiǎo,giu2,교,8,0
4147,皪,入,錫,lek,E,lì,lik6,역,12,0
4148,皭,去,笑,tsjew,H,jiào,zoek3,작,8,0
4149,皮,平,支,bje,L,pí,pei4,피,3,1
4150,皴,平,諄,tshwin,L,cūn,seon1,준,6,1
4151,皷,上,姥,ku,X,gǔ,gu2,고,4,0
4152,皸,平,文,kjun,L,jūn,gwan1,군,6,1
4153,皺,去,效,tsrhaew,H,zhòu,zau3,추,8,0
4154,盂,平,虞,hju,L,yú,jyu4,우,4,1
4155,盃,平,灰,pwoj,L,bēi,bui1,배,5,1
4156,盆,平,魂,bwon,L,pén,pun4,분,6,1
4157,盈,平,清,yeng,L,yíng,jing4,영,12,1
4158,益,入,昔,'jiek,E,yì,jik1,익,12,0
4159,盌,上,緩,'wan,X,wǎn,wun2,완,7,0
4160,盍,入,盍,hap,E,hé,hap6,합,16,0
4161,盎,上,蕩,'ang,X,àng,ong3,앙,11,0
4162,盒,入,合,hop,E,hé,hap6,합,16,0
4163,盖,去,泰,kaj,H,gài,goi3,개,5,0
4164,盗,去,号,daw,H,dào,dou6,도,8,0
4165,盛,平,清,dzyeng,L,shèng,sing6,성,12,1
4166,盜,去,号,daw,H,dào,dou6,도,8,0
4167,盞,上,產,tsrean,X,zhǎn,zaan2,잔,7,0
4168,盟,平,庚,mjaeng,L,méng,mang4,맹,12,1
4169,盡,上,軫,dzin,X,jìn,zeon6,진,6,0
4170,監,平,銜,kaem,L,jiān,gaam1,감,16,1
4171,盤,平,桓,ban,L,pán,pun4,반,7,1
4172,盥,上,緩,kwan,X,guàn,gun3,관,7,0
4173,盧,平,模,lu,L,lú,lou4,노,4,1
4174,盩,平,尤,trjuw,L,zhōu,zau1,주,14,1
4175,盪,平,唐,thang,L,dàng,dong6,탕,11,1
4176,盬,平,模,ku,L,gǔ,gu2,고,4,1
4177,盭,平,尤,trjuw,L,lì,leoi6,여,14,1
4178,目,入,屋,mjuwk,E,mù,muk6,목,1,0
4179,盱,平,虞,xju,L,xū,heoi1,우,4,1
4180,盲,平,庚,maeng,L,máng,maang4,맹,12,1
4181,直,入,職,drik,E,zhí,zik6,직,13,0
4182,相,平,陽,sjang,L,xiāng,soeng1,상,11,1
4183,盻,去,霽,ngej,H,xì,hai6,혜,5,0
4184,盼,去,襇,phean,H,pàn,paan3,반,7,0
4185,盾,上,準,zywin,X,dùn,teon5,순,6,0
4186,省,上,梗,srjaeng,X,shěng,saang2,성,12,0
4187,眂,平,支,dzye,L,shì,si6,시,3,1
4188,眄,上,銑,men,X,miǎn,min5,면,7,0
4189,眇,上,小,mjiew,X,miǎo,miu5,묘,8,0
4190,眈,平,覃,dom,L,dān,daam1,탐,16,1
4191,眉,平,脂,mij,L,méi,mei4,미,3,1
4192,眊,去,号,maw,H,mào,mou6,모,8,0
4193,看,平,寒,khan,L,kàn,hon3,간,7,1
4194,眎,上,旨,dzyij,X,shì,si6,시,3,0
4195,眙,平,之,yi,L,chì,ci3,이,3,1
4196,眚,上,梗,srjaeng,X,shěng,saang2,생,12,0
4197,真,平,眞,tsyin,L,zhēn,zan1,진,6,1
4198,眠,平,先,men,L,mián,min4,면,7,1
4199,眡,平,支,dzye,L,dī,si6,저,3,1
4200,眢,平,元,'jwon,L,yuān,jyun1,원,6,1
4201,眥,去,寘,dzje,H,zì,zi6,자,3,0
4202,眨,入,洽,tsreap,E,zhǎ,zaap3,잡,16,0
4203,眩,平,先,hwen,L,xuàn,jyun6,현,7,1
4204,眯,上,薺,mej,X,mǐ,mai5,미,5,0
4205,眵,平,支,tsye,L,chī,ci1,치,3,1
4206,眷,去,線,kjwen,H,juàn,gyun3,권,7,0
4207,眸,平,尤,mjuw,L,móu,mau4,모,14,1
4208,眹,上,軫,drin,X,zhèn,zan2,진,6,0
4209,眺,去,嘯,thew,H,tiào,tiu3,조,8,0
4210,眼,上,產,ngean,X,yǎn,ngaan5,안,7,0
4211,眾,平,東,tsyuwng,L,zhòng,zung3,중,1,1
4212,着,平,魚,drjo,L,zháo,zoek6,착,4,1
4213,睂,平,脂,mij,L,méi,mei4,미,3,1
4214,睅,上,潸,hwaen,X,hàn,hon6,환,7,0
4215,睆,上,潸,hwaen,X,huǎn,wun2,환,7,0
4216,睇,平,齊,thej,L,dì,tai2,제,5,1
4217,睍,上,銑,hen,X,xiàn,jin2,현,7,0
4218,睎,平,微,xj+j,L,xī,hei1,희,3,1
4219,睒,上,琰,syem,X,shǎn,sim2,섬,16,0
4220,睗,入,昔,syek,E,shì,sik1,석,12,0
4221,睚,去,卦,ngea,H,yái,ngaai4,애,5,0
4222,睛,平,清,tsjeng,L,jīng,zing1,정,12,1
4223,睞,去,代,loj,H,lài,loi6,내,5,0
4224,睟,去,至,swij,H,sùi,seoi6,수,3,0
4225,睠,去,線,kjwen,H,juàn,gyun3,권,7,0
4226,睡,去,寘,dzywe,H,shùi,seoi6,수,3,0
4227,睢,平,支,xjwie,L,sūi,seoi1,수,3,1
4228,督,入,沃,towk,E,dū,duk1,독,1,0
4229,睥,去,霽,phej,H,bì,pai5,비,5,0
4230,睦,入,屋,mjuwk,E,mù,muk6,목,1,0
4231,睨,去,霽,ngej,H,nì,ngai6,예,5,0
4232,睫,入,葉,tsjep,E,jié,zit6,첩,16,0
4233,睲,上,靜,sjeng,X,xǐng,sing2,성,12,0
4234,睹,上,姥,tu,X,dǔ,dou2,도,4,0
4235,睺,平,侯,huw,L,hóu,hau4,후,14,1
4236,睽,平,齊,khwej,L,kúi,kwai4,규,5,1
4237,睿,去,祭,ywej,H,rùi,jeoi6,예,5,0
4238,瞀,去,候,muw,H,mào,mau6,무,14,0
4239,瞋,平,眞,tsyhin,L,chēn,can1,진,6,1
4240,瞍,平,蕭,sew,L,sǒu,sau2,수,8,1
4241,瞎,入,黠,xaet,E,xiā,hat6,할,7,0
4242,瞑,平,先,men,L,míng,ming4,명,7,1
4243,瞞,平,桓,man,L,mán,mun4,만,7,1
4244,瞠,平,庚,trhaeng,L,chēng,caang1,당,12,1
4245,瞢,平,東,mjuwng,L,méng,mung4,몽,1,1
4246,瞤,平,諄,nywin,L,rún,seon4,순,6,1
4247,瞥,入,屑,phet,E,piē,pit3,별,7,0
4248,瞪,平,之,yi,L,dèng,dang1,징,3,1
4249,瞬,平,之,syi,L,shùn,seon3,순,3,1
4250,瞭,平,蕭,lew,L,liǎo,liu4,요,8,1
4251,瞰,去,闞,kham,H,kàn,ham3,감,16,0
4252,瞳,平,東,duwng,L,tóng,tung4,동,1,1
4253,瞻,平,鹽,tsyem,L,zhān,zim1,첨,16,1
4254,瞽,上,姥,ku,X,gǔ,gu2,고,4,0
4255,瞿,平,虞,gju,L,jù,keoi4,구,4,1
4256,矇,平,東,muwng,L,méng,mung4,몽,1,1
4257,矊,平,仙,mjien,L,mián,min4,면,7,1
4258,矍,入,藥,kjwak,E,jué,fok3,확,11,0
4259,矑,平,模,lu,L,lú,lou4,노,4,1
4260,矗,入,屋,tsrhjuwk,E,chù,cuk1,촉,1,0
4261,矙,去,闞,kham,H,kàn,ham3,감,16,0
4262,矚,入,燭,tsyowk,E,zhǔ,zuk1,촉,1,0
4263,矛,平,尤,mjuw,L,máo,maau4,모,14,1
4264,矜,平,蒸,king,L,jīn,ging1,긍,13,1
4265,矞,入,術,ywit,E,yù,wat6,율,6,0
4266,矟,入,覺,sraewk,E,shuò,sok3,삭,2,0
4267,矢,上,旨,syij,X,shǐ,ci2,시,3,0
4268,矣,上,止,hi,X,yǐ,ji5,의,3,0
4269,知,平,支,trje,L,zhī,zi1,지,3,1
4270,矧,上,軫,syin,X,shěn,can2,신,6,0
4271,矩,上,麌,kju,X,jǔ,geoi2,구,4,0
4272,矬,平,戈,dzwa,L,cuó,co4,좌,9,1
4273,短,上,緩,twan,X,duǎn,dyun2,단,7,0
4274,矮,上,蟹,'ea,X,ǎi,ai2,왜,5,0
4275,矯,上,小,kjew,X,jiǎo,giu2,교,8,0
4276,矰,平,登,tsong,L,zēng,zang1,증,13,1
4277,矲,上,蟹,bea,X,bǎi,baa6,패,5,0
4278,石,入,昔,dzyek,E,shí,sek6,석,12,0
4279,矴,去,徑,teng,H,dìng,deng6,정,12,0
4280,矻,入,沒,khwot,E,kù,ngat6,골,6,0
4281,矼,平,江,kaewng,L,qiāng,gong1,강,2,1
4282,砂,平,麻,srae,L,shā,saa1,사,10,1
4283,砉,入,陌,xwaek,E,huò,waak6,획,12,0
4284,砌,去,霽,tshej,H,qì,cai3,체,5,0
4285,砑,去,禡,ngae,H,yà,ngaa6,아,10,0
4286,砒,平,齊,phej,L,pī,pei1,비,5,1
4287,研,平,先,ngen,L,yán,jin4,연,7,1
4288,砟,入,鐸,dzak,E,zhà,zok6,사,11,0
4289,砠,平,魚,tshjo,L,qū,zeoi1,저,4,1
4290,砢,上,哿,la,X,luǒ,lo2,나,9,0
4291,砥,平,脂,tsyij,L,dǐ,dai2,지,3,1
4292,砦,去,夬,dzraej,H,zhài,zaai6,채,5,0
4293,砧,平,侵,trim,L,zhēn,zam1,침,15,1
4294,砭,平,鹽,pjem,L,biān,bin1,폄,16,1
4295,砮,平,模,nu,L,nǔ,nou5,노,4,1
4296,砰,平,耕,pheang,L,pēng,ping1,팽,12,1
4297,砲,平,肴,baew,L,pào,paau3,포,8,1
4298,破,去,過,pha,H,pò,po3,파,9,0
4299,硃,平,虞,tsyu,L,zhū,zyu1,주,4,1
4300,硉,入,沒,lwot,E,lù,leot6,율,6,0
4301,硎,平,庚,khaeng,L,xíng,jing4,형,12,1
4302,硏,平,先,ngen,L,yán,jin4,연,7,1
4303,硝,平,宵,sjew,L,xiāo,siu1,초,8,1
4304,硤,入,怗,kep,E,xiá,hap6,협,16,0
4305,硨,平,麻,tsyhae,L,chē,ce1,차,10,1
4306,硫,平,尤,ljuw,L,líu,lau4,유,14,1
4307,硬,去,諍,ngeang,H,yìng,ngaang6,경,12,0
4308,确,入,覺,khaewk,E,què,kok3,학,2,0
4309,硯,去,霰,ngen,H,yàn,jin6,연,7,0
4310,碁,平,之,gi,L,qí,gei1,기,3,1
4311,碌,入,屋,luwk,E,lù,luk1,녹,1,0
4312,碍,去,代,ngoj,H,ài,ngoi6,애,5,0
4313,碎,去,隊,swoj,H,sùi,seoi3,쇄,5,0
4314,碑,平,支,pje,L,bēi,bei1,비,3,1
4315,碓,去,隊,twoj,H,dùi,deoi3,대,5,0
4316,碔,上,麌,mju,X,wǔ,mou5,무,4,0
4317,碕,平,支,gje,L,qí,kei4,기,3,1
4318,碖,上,混,lwon,X,lùn,leon5,논,6,0
4319,碗,上,緩,'wan,X,wǎn,wun2,완,7,0
4320,碞,平,侵,ngim,L,yán,ngaam4,암,15,1
4321,碡,入,屋,duwk,E,dú,duk6,독,1,0
4322,碣,入,月,gjot,E,jié,kit3,갈,6,0
4323,碧,入,陌,pjaek,E,bì,bik1,벽,12,0
4324,碩,入,昔,dzyek,E,shuò,sek6,석,12,0
4325,碪,平,侵,trim,L,zhēn,zam1,침,15,1
4326,碭,平,唐,dang,L,dàng,dong6,탕,11,1
4327,碯,上,晧,naw,X,nǎo,nou5,뇌,8,0
4328,確,入,覺,khaewk,E,què,kok3,확,2,0
4329,碼,上,馬,mae,X,mǎ,maa5,마,10,0
4330,碾,去,線,nrjen,H,niǎn,zin2,연,7,0
4331,磁,平,脂,dzij,L,cí,ci4,자,3,1
4332,磅,平,唐,phang,L,bàng,bong6,방,11,1
4333,磈,上,尾,'jw+j,X,wěi,faai3,외,3,0
4334,磊,上,賄,lwoj,X,lěi,leoi5,뇌,5,0
4335,磋,平,歌,tsha,L,cuō,co1,차,9,1
4336,磎,平,齊,khej,L,qī,kai1,계,5,1
4337,磐,平,桓,ban,L,pán,pun4,반,7,1
4338,磑,平,灰,ngwoj,L,wèi,wai3,애,5,1
4339,磓,平,灰,twoj,L,dūi,deoi1,퇴,5,1
4340,磔,入,陌,traek,E,zhé,zaak6,책,12,0
4341,磕,去,泰,khaj,H,kē,hap6,개,5,0
4342,磚,平,仙,tsywen,L,zhuān,zyun1,전,7,1
4343,磥,上,賄,lwoj,X,lěi,leoi5,뇌,5,0
4344,磧,入,昔,tshjek,E,qì,zik1,적,12,0
4345,磨,平,戈,ma,L,mó,mo4,마,9,1
4346,磬,去,徑,kheng,H,qìng,hing3,경,12,0
4347,磯,平,微,kj+j,L,jī,gei1,기,3,1
4348,磲,平,魚,gjo,L,qú,keoi4,거,4,1
4349,磴,去,嶝,tong,H,dèng,dang3,등,13,0
4350,磵,去,諫,kaen,H,jiàn,gaan3,간,7,0
4351,磷,平,眞,lin,L,lín,leon4,인,6,1
4352,磻,平,桓,ban,L,pán,pun4,반,7,1
4353,磽,平,肴,khaew,L,qiāo,haau1,교,8,1
4354,磾,平,齊,tej,L,dī,dai1,제,5,1
4355,礉,平,肴,khaew,L,hé,hat6,교,8,1
4356,礎,上,語,tsrhjo,X,chǔ,co2,초,4,0
4357,礓,平,陽,kjang,L,jiāng,goeng1,강,11,1
4358,礙,去,代,ngoj,H,ài,ngoi6,애,5,0
4359,礦,上,梗,kwaeng,X,kuàng,kong3,광,12,0
4360,礧,上,賄,lwoj,X,lèi,leoi6,뇌,5,0
4361,礪,去,祭,ljej,H,lì,lai6,여,5,0
4362,礫,入,錫,lek,E,lì,lik1,역,12,0
4363,礬,平,元,bjon,L,fán,faan4,반,6,1
4364,礮,平,肴,baew,L,pào,paau3,포,8,1
4365,礱,平,東,luwng,L,lóng,lung4,농,1,1
4366,礴,入,鐸,bak,E,bó,bok6,박,11,0
4367,示,平,支,gjie,L,shì,si6,시,3,1
4368,礽,平,蒸,nying,L,réng,jing4,잉,13,1
4369,社,上,馬,dzyae,X,shè,se5,사,10,0
4370,礿,入,藥,yak,E,yuè,joek6,약,11,0
4371,祀,上,止,zi,X,sì,zi6,사,3,0
4372,祁,平,脂,gij,L,qí,kei4,기,3,1
4373,祅,平,宵,'jew,L,yāo,jiu1,요,8,1
4374,祆,平,先,xen,L,xiān,hin1,천,7,1
4375,祇,平,支,gjie,L,qí,kei4,기,3,1
4376,祈,平,微,gj+j,L,qí,kei4,기,3,1
4377,祉,上,止,trhi,X,zhǐ,zi2,지,3,0
4378,祊,平,庚,paeng,L,bēng,bang1,팽,12,1
4379,祏,入,昔,dzyek,E,shí,sek6,석,12,0
4380,祐,去,宥,hjuw,H,yòu,jau6,우,14,0
4381,祓,入,物,phjut,E,fú,fat1,불,6,0
4382,祕,去,至,pij,H,mì,bei3,비,3,0
4383,祖,上,姥,tsu,X,zǔ,zou2,조,4,0
4384,祗,平,支,tsye,L,zhī,zi1,지,3,1
4385,祚,去,暮,dzu,H,zuò,zou6,조,4,0
4386,祜,上,姥,hu,X,hù,wu2,호,4,0
4387,祝,去,宥,tsyuw,H,zhù,zuk1,축,14,0
4388,神,平,眞,zyin,L,shén,san4,신,6,1
4389,祟,去,至,swij,H,sùi,seoi6,수,3,0
4390,祠,平,之,zi,L,cí,ci4,사,3,1
4391,祥,平,陽,zjang,L,xiáng,coeng4,상,11,1
4392,祧,平,蕭,thew,L,tiāo,tiu1,조,8,1
4393,祭,去,祭,tsjej,H,jì,zai3,제,5,0
4394,祲,平,侵,tsim,L,jīn,zam1,침,15,1
4395,祴,平,咍,koj,L,gāi,goi1,개,5,1
4396,祺,平,之,gi,L,qí,kei4,기,3,1
4397,祼,去,換,kwan,H,guàn,gun3,관,7,0
4398,祿,入,屋,luwk,E,lù,luk6,녹,1,0
4399,禀,上,寑,pim,X,bǐng,ban2,품,15,0
4400,禁,平,侵,kim,L,jìn,gam3,금,15,1
4401,禄,入,屋,luwk,E,lù,luk6,녹,1,0
4402,禅,平,仙,dzyen,L,shàn,sim4,선,7,1
4403,禊,去,霽,hej,H,xì,hai6,계,5,0
4404,禋,平,眞,'jin,L,yīn,jan1,인,6,1
4405,禍,上,果,hwa,X,huò,wo6,화,9,0
4406,禎,平,清,trjeng,L,zhēn,zing1,정,12,1
4407,福,入,屋,pjuwk,E,fú,fuk1,복,1,0
4408,禔,平,支,tsye,L,tí,tai4,제,3,1
4409,禕,平,支,'je,L,yī,ji1,의,3,1
4410,禖,平,灰,mwoj,L,méi,mui4,매,5,1
4411,禘,去,霽,dej,H,dì,dai3,체,5,0
4412,禦,上,語,ngjo,X,yù,jyu6,어,4,0
4413,禧,平,之,xi,L,xǐ,hei1,희,3,1
4414,禨,平,微,kj+j,L,jī,gei1,기,3,1
4415,禩,上,止,zi,X,sì,zi6,사,3,0
4416,禪,平,仙,dzyen,L,chán,sim4,선,7,1
4417,禮,上,薺,lej,X,lǐ,lai5,예,5,0
4418,禰,上,薺,nej,X,nǐ,nei5,이,5,0
4419,禱,上,晧,taw,X,dǎo,tou2,도,8,0
4420,禳,平,陽,nyang,L,ráng,joeng4,양,11,1
4421,禴,入,藥,yak,E,yuè,joek6,약,11,0
4422,禹,上,麌,hju,X,yǔ,jyu5,우,4,0
4423,禺,平,虞,ngju,L,yú,jyu4,옹,4,1
4424,禼,入,薛,sjet,E,xiè,sit3,설,7,0
4425,禽,平,侵,gim,L,qín,kam4,금,15,1
4426,禾,平,戈,hwa,L,hé,wo4,화,9,1
4427,禿,入,屋,thuwk,E,tū,tuk1,독,1,0
4428,秀,去,宥,sjuw,H,xìu,sau3,수,14,0
4429,私,平,脂,sij,L,sī,si1,사,3,1
4430,秃,入,屋,thuwk,E,tū,tuk1,독,1,0
4431,秈,平,仙,sjen,L,xiān,sin1,선,7,1
4432,秉,上,梗,pjaeng,X,bǐng,bing2,병,12,0
4433,秋,平,尤,tshjuw,L,qīu,cau1,추,14,1
4434,种,平,東,drjuwng,L,zhǒng,zung2,충,1,1
4435,科,平,戈,khwa,L,kē,fo1,과,9,1
4436,秔,平,庚,kaeng,L,gēng,gang1,갱,12,1
4437,秕,上,旨,pjij,X,bǐ,bei2,비,3,0
4438,秘,去,至,pij,H,mì,bei3,비,3,0
4439,租,平,模,tsu,L,zū,zou1,조,4,1
4440,秣,入,末,mat,E,mò,mut6,말,7,0
4441,秤,去,證,tsyhing,H,chèng,cing3,칭,13,0
4442,秦,平,眞,dzin,L,qín,ceon4,진,6,1
4443,秧,平,陽,'jang,L,yāng,joeng1,앙,11,1
4444,秩,入,質,drit,E,zhì,dit6,질,6,0
4445,秪,平,脂,trij,L,zhī,zi1,지,3,1
4446,秫,入,術,zywit,E,shú,seot6,출,6,0
4447,秬,上,語,gjo,X,jù,geoi6,거,4,0
4448,秭,上,旨,tsij,X,zǐ,zi2,자,3,0
4449,秸,平,皆,keaj,L,jiē,gaai1,갈,5,1
4450,秺,去,暮,tu,H,dù,dou6,투,4,0
4451,移,平,支,ye,L,yí,ji4,이,3,1
4452,稀,平,微,xj+j,L,xī,hei1,희,3,1
4453,稂,平,唐,lang,L,láng,long4,낭,11,1
4454,稅,去,祭,sywej,H,shùi,seoi3,세,5,0
4455,稆,上,語,ljo,X,lv̌,leoi5,여,4,0
4456,稊,平,齊,dej,L,tí,tai4,제,5,1
4457,程,平,清,drjeng,L,chéng,cing4,정,12,1
4458,稌,平,模,du,L,tú,tou4,도,4,1
4459,稍,去,效,sraew,H,shāo,saau2,초,8,0
4460,税,去,祭,sywej,H,shùi,seoi3,세,5,0
4461,稏,去,禡,'ae,H,yà,aa3,아,10,0
4462,稑,入,屋,ljuwk,E,lù,luk6,육,1,0
4463,稔,上,寑,nyim,X,rěn,nam5,임,15,0
4464,稗,去,卦,bea,H,bài,baai6,패,5,0
4465,稚,去,至,drij,H,zhì,zi6,치,3,0
4466,稛,上,混,khwon,X,kǔn,kwan2,균,6,0
4467,稜,平,登,long,L,léng,ling4,능,13,1
4468,稟,上,寑,pim,X,bǐng,lam5,품,15,0
4469,稠,平,尤,drjuw,L,chóu,cau4,조,14,1
4470,種,平,東,drjuwng,L,zhǒng,zung2,종,1,1
4471,稱,平,蒸,tsyhing,L,chēng,cing1,칭,13,1
4472,稲,上,晧,daw,X,dào,dou6,도,8,0
4473,稳,上,混,'won,X,wěn,wan2,은,6,0
4474,稷,入,職,tsik,E,jì,zik1,직,13,0
4475,稹,平,眞,tsyin,L,zhěn,zan2,진,6,1
4476,稻,上,晧,daw,X,dào,dou6,도,8,0
4477,稼,去,禡,kae,H,jià,gaa3,가,10,0
4478,稽,平,齊,kej,L,jī,kai1,계,5,1
4479,稿,上,晧,kaw,X,gǎo,gou2,고,8,0
4480,穀,入,屋,kuwk,E,gǔ,guk1,곡,1,0
4481,穂,去,至,zwij,H,sùi,seoi6,수,3,0
4482,穆,入,屋,mjuwk,E,mù,muk6,목,1,0
4483,穇,平,銜,sraem,L,shān,saam1,삼,16,1
4484,穉,去,至,drij,H,zhì,zi6,치,3,0
4485,積,去,寘,tsje,H,jī,zik1,적,3,0
4486,穎,上,靜,yweng,X,yǐng,wing6,영,12,0
4487,穗,去,至,zwij,H,sùi,seoi6,수,3,0
4488,穜,平,東,duwng,L,tóng,tung4,동,1,1
4489,穟,去,至,zwij,H,sùi,seoi6,수,3,0
4490,穠,平,鍾,nrjowng,L,nóng,nung4,농,1,1
4491,穡,入,職,srik,E,sè,sik1,색,13,0
4492,穢,去,廢,'jwoj,H,hùi,wai3,예,5,0
4493,穣,平,陽,nyang,L,ráng,joeng4,양,11,1
4494,穧,去,霽,tsej,H,jì,zai6,제,5,0
4495,穩,上,混,'won,X,wěn,wan2,온,6,0
4496,穫,去,禡,hwae,H,huò,wok6,확,10,0
4497,穰,平,陽,nyang,L,ráng,joeng4,양,11,1
4498,穱,入,覺,tsraewk,E,zhuō,zoek3,작,2,0
4499,穴,入,屑,hwet,E,xué,jyut6,혈,7,0
4500,究,去,宥,kjuw,H,jīu,gau3,구,14,0
4501,穸,入,昔,zjek,E,xì,zik6,석,12,0
4502,穹,平,東,khjuwng,L,qióng,kung4,궁,1,1
4503,空,平,東,khuwng,L,kōng,hung1,공,1,1
4504,穽,上,靜,dzjeng,X,jǐng,zing6,정,12,0
4505,穿,平,仙,tsyhwen,L,chuān,cyun1,천,7,1
4506,窀,平,諄,trwin,L,zhūn,zeon1,둔,6,1
4507,突,入,沒,thwot,E,tū,dat6,돌,6,0
4508,窄,入,陌,tsraek,E,zhǎi,zaak3,착,12,0
4509,窅,平,肴,'aew,L,yǎo,jiu2,요,8,1
4510,窆,去,豔,pjem,H,biǎn,bin2,폄,16,0
4511,窈,上,篠,'ew,X,yǎo,miu5,요,8,0
4512,窊,平,麻,'wae,L,wā,waa1,와,10,1
4513,窌,平,肴,laew,L,jiào,gaau3,교,8,1
4514,窑,平,宵,yew,L,yáo,jiu4,요,8,1
4515,窒,入,質,trit,E,zhì,zat6,질,6,0
4516,窓,平,江,tsrhaewng,L,chuāng,coeng1,창,2,1
4517,窕,上,篠,dew,X,tiǎo,tiu5,조,8,0
4518,窖,平,肴,laew,L,jiào,gaau3,교,8,1
4519,窗,平,江,tsrhaewng,L,chuāng,coeng1,창,2,1
4520,窘,上,軫,gwin,X,jiǒng,kwan3,군,6,0
4521,窟,入,沒,khwot,E,kū,fat1,굴,6,0
4522,窠,平,戈,khwa,L,kē,wo1,과,9,1
4523,窣,入,沒,swot,E,sù,seot1,솔,6,0
4524,窨,去,沁,'im,H,yìn,jam3,음,15,0
4525,窪,平,齊,kwej,L,wā,waa1,와,5,1
4526,窬,平,虞,yu,L,yú,jyu4,유,4,1
4527,窮,平,東,gjuwng,L,qióng,kung4,궁,1,1
4528,窯,平,宵,yew,L,yáo,jiu4,요,8,1
4529,窱,上,篠,thew,X,tiào,tiu5,조,8,0
4530,窳,上,麌,yu,X,yǔ,jyu5,유,4,0
4531,窶,上,麌,gju,X,jù,geoi6,구,4,0
4532,窸,入,質,sit,E,xī,sik1,실,6,0
4533,窺,平,支,khjwie,L,kūi,kwai1,규,3,1
4534,窻,平,江,tsrhaewng,L,chuāng,coeng1,창,2,1
4535,窾,上,緩,khwan,X,kuǎn,fun2,관,7,0
4536,窿,平,東,ljuwng,L,lóng,lung1,융,1,1
4537,竄,去,換,tshwan,H,cuàn,cyun2,찬,7,0
4538,竅,去,嘯,khew,H,qiào,kiu3,규,8,0
4539,竇,去,候,duw,H,dòu,dau6,두,14,0
4540,竈,去,号,tsaw,H,zào,zou3,조,8,0
4541,竊,入,屑,tshet,E,qiè,sit3,절,7,0
4542,立,入,緝,lip,E,lì,lap6,입,15,0
4543,竚,上,語,drjo,X,zhù,cyu5,저,4,0
4544,竛,平,青,leng,L,líng,ling4,영,12,1
4545,竝,上,迥,beng,X,bìng,bing6,병,12,0
4546,竟,去,映,kjaeng,H,jìng,ging2,경,12,0
4547,章,平,陽,tsyang,L,zhāng,zoeng1,장,11,1
4548,竢,平,微,gj+j,L,sì,zi6,사,3,1
4549,童,平,東,duwng,L,tóng,tung4,동,1,1
4550,竦,上,腫,sjowng,X,sǒng,sung2,송,1,0
4551,竪,上,麌,dzyu,X,shù,syu6,수,4,0
4552,竭,入,月,gjot,E,jié,kit3,갈,6,0
4553,竮,平,青,pheng,L,píng,ping4,병,12,1
4554,端,平,桓,twan,L,duān,dyun1,단,7,1
4555,競,上,養,gjang,X,jìng,ging6,경,11,0
4556,竹,入,屋,trjuwk,E,zhú,zuk1,죽,1,0
4557,竺,入,屋,tuwk,E,zhú,zuk1,축,1,0
4558,竽,平,虞,hju,L,yú,jyu4,우,4,1
4559,竿,平,寒,kan,L,gān,gon1,간,7,1
4560,笄,平,齊,kej,L,jī,gai1,계,5,1
4561,笆,平,麻,pae,L,bā,baa1,파,10,1
4562,笈,入,緝,gip,E,jí,kap1,급,15,0
4563,笊,上,巧,tsraew,X,zhào,zaau3,조,8,0
4564,笋,上,準,swin,X,sǔn,seon2,순,6,0
4565,笏,入,沒,xwot,E,hù,fat1,홀,6,0
4566,笑,去,笑,sjew,H,xiào,siu3,소,8,0
4567,笙,平,庚,sraeng,L,shēng,sang1,생,12,1
4568,笛,入,屋,drjuwk,E,dí,dek6,적,1,0
4569,笞,平,之,trhi,L,chī,ci1,태,3,1
4570,笠,入,緝,lip,E,lì,lap1,입,15,0
4571,笥,去,志,si,H,sì,zi6,사,3,0
4572,符,平,虞,bju,L,fú,fu4,부,4,1
4573,笪,上,旱,tan,X,dá,daat3,달,7,0
4574,第,去,霽,dej,H,dì,dai6,제,5,0
4575,笭,平,青,leng,L,líng,ling4,영,12,1
4576,笮,去,禡,tsrae,H,zé,zaak3,착,10,0
4577,笯,平,模,nu,L,nú,nou4,노,4,1
4578,笱,上,厚,kuw,X,gǒu,gau2,구,14,0
